job_name,crawling_time,company_name,salary,salary_section,city,area,experience,educational,company_size,company_direction,skills,job_url,company_url
CCL前段（上胶调胶）生产副理,2022-01-02 14:08:29,某外资电子材料（CCL&PP）企业,15-20k·14薪,18-22k,苏州,昆山,统招本科,10年以上,1000-2000人,芯片/集成电路,,https://www.liepin.com/a/33085219.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=0&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=0,
清洗工程师（前段）,2022-01-02 14:08:29,绿展科技,9-11k,6-10k,佛山,南海区,大专及以上,1-3年,50-99人,电子/芯片/半导体,,https://www.liepin.com/job/1946111585.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=1&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=1,https://www.liepin.com/company/12285523/
数字营销，前段推广经理,2022-01-02 14:08:29,上市内资企业,25-35k,26-30k,上海,,统招本科,3-5年,10000人以上,医药销售,,https://www.liepin.com/a/33049595.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=2&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=2,
先进工艺开发资深工程师（前段）,2022-01-02 14:08:29,某新能源企业,12-18k·14薪,14-18k,厦门,,统招本科,一年以下,1000-2000人,新能源,,https://www.liepin.com/a/33052839.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=3&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=3,
芯片前段工艺工程师,2022-01-02 14:08:29,佛山市国星半导体技术有限公司,7-14k,10-14k,佛山,南海区,大专及以上,3-5年,500-999人,电子/芯片/半导体,,https://www.liepin.com/job/1940429253.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=4&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=4,https://www.liepin.com/company/7970625/
前段开发leader,2022-01-02 14:08:29,大型互联网企业,18-25k·13薪,22-26k,南京,江宁区,统招本科,3-5年,50-99人,互联网/电商,,https://www.liepin.com/a/33080835.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=5&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=5,
前段leader,2022-01-02 14:08:29,某医疗管理有限公司,30-50k,35-40k,深圳,福田区,本科及以上,5-10年,100-499人,医疗机构,架构设计|Vue,https://www.liepin.com/a/32788043.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=6&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=6,
Java前段开发工程师,2022-01-02 14:08:29,某地方银行总行,20-30k,22-26k,宁波,,统招本科,3-5年,10000人以上,银行,Sass|架构设计|Gulp|Webpack|HTML5|HTML|Vue|界面开发,https://www.liepin.com/a/32671223.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=7&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=7,
电芯工艺工程师(前段),2022-01-02 14:08:29,新能源电池企业（储能方向）,10-15k·14薪,14-18k,厦门,同安区,统招本科,经验不限,1000-2000人,新能源,,https://www.liepin.com/a/30763441.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=8&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=8,
前段工艺工程师,2022-01-02 14:08:29,厦门海辰新能源科技有限公司,8-15k·14薪,10-14k,厦门,同安区,本科及以上,3-5年,1000-2000人,新能源,,https://www.liepin.com/job/1942532413.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=9&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=9,https://www.liepin.com/company/12223787/
前段工程师/资深工程师,2022-01-02 14:08:29,某新能源科技公司,10-15k·14薪,14-18k,厦门,,本科及以上,1-3年,1000-2000人,新能源,,https://www.liepin.com/a/32309633.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=10&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=10,
前段/后段工艺工程师,2022-01-02 14:08:29,乾照光电,8-13k,10-14k,南昌,,大专及以上,3-5年,1000-2000人,电子/芯片/半导体,,https://www.liepin.com/job/1936909835.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=11&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=11,https://www.liepin.com/company/9842235/
芯片前段工程师,2022-01-02 14:08:29,天津华慧芯科技集团有限公司,5-10k,6-10k,天津,滨海新区,统招本科,1-3年,50-99人,芯片/集成电路,,https://www.liepin.com/job/1939795411.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=12&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=12,https://www.liepin.com/company/10268967/
前段整合工程师,2022-01-02 14:08:29,武汉敏声新技术有限公司,18-36k·15薪,30-35k,北京,通州区,本科及以上,3-5年,50-99人,芯片/集成电路,,https://www.liepin.com/job/1944456911.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=13&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=13,https://www.liepin.com/company/12489541/
前段资深工程师（PE）,2022-01-02 14:08:29,厦门海辰新能源科技有限公司,10-15k,10-14k,厦门,,本科及以上,5-10年,1000-2000人,新能源,,https://www.liepin.com/job/1937029395.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=14&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=14,https://www.liepin.com/company/12223787/
项目经理（前段）,2022-01-02 14:08:29,广东嘉腾机器人自动化有限公司,8-11k·13薪,10-14k,佛山,顺德区,本科及以上,1-3年,100-499人,机械/机电/重工,,https://www.liepin.com/job/1938743385.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=15&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=15,https://www.liepin.com/company/7961429/
前段工程师,2022-01-02 14:08:29,深圳市金誉半导体股份有限公司,10-15k,10-14k,深圳,,统招本科,3-5年,500-999人,电子/芯片/半导体,,https://www.liepin.com/job/1941785717.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=16&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=16,https://www.liepin.com/company/12824447/
产品经理（非互联网前段产品类）,2022-01-02 14:08:29,华金证券,15-20k,14-18k,上海,,学历不限,5-10年,500-999人,基金/证券/投资,,https://www.liepin.com/job/1930292809.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=17&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=17,https://www.liepin.com/company/8607165/
急需Java工程师,2022-01-02 14:08:29,大连市誉航船舶物资有限公司,16-27k,18-22k,大连,,本科及以上,1-3年,1-49人,交通/物流/运输,Java|人工智能领域,https://www.liepin.com/job/1945373533.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=19&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=19,https://www.liepin.com/company/12967125/
封装工艺设备领班（前段）(002879),2022-01-02 14:08:29,康佳芯云半导体科技(盐城)有限公司,6-12k,6-10k,盐城,,大专及以上,3-5年,100-499人,计算机/网络设备,,https://www.liepin.com/job/1940907925.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=20&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=20,https://www.liepin.com/company/12803393/
电池装备产品前段设备所长/副所长,2022-01-02 14:08:29,某大型上市制造业企业,15-30k·16薪,26-30k,长沙,,统招本科,3-5年,10000人以上,机械设备制造,,https://www.liepin.com/a/31387121.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=21&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=21,
前段工程师,2022-01-02 14:08:29,江苏集萃有机光电技术研究所有限公司,4-6k,3-6k,苏州,,大专及以上,一年以下,100-499人,电子/芯片/半导体,,https://www.liepin.com/job/1934218537.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=22&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=22,https://www.liepin.com/company/8984447/
模组工程高级经理（MOD厂前段工程部）,2022-01-02 14:08:29,柔宇科技,面议,,深圳,龙岗区,本科及以上,5-10年,1000-2000人,电子/芯片/半导体,,https://www.liepin.com/job/1936233469.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=23&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=23,https://www.liepin.com/company/7889567/
工艺工程师（LED前段镀膜）,2022-01-02 14:08:29,东莞市中麒光电技术有限公司,8-12k·13薪,10-14k,东莞,企石镇,大专及以上,3-5年,1000-2000人,电子/芯片/半导体,,https://www.liepin.com/job/1942487889.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=24&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=24,https://www.liepin.com/company/12154263/
设备工程师（LED前段镀膜）,2022-01-02 14:08:29,东莞市中麒光电技术有限公司,8-12k·13薪,10-14k,东莞,企石镇,大专及以上,3-5年,1000-2000人,电子/芯片/半导体,,https://www.liepin.com/job/1942487661.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=25&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=25,https://www.liepin.com/company/12154263/
前段工艺工程师（DFN-DB）,2022-01-02 14:08:29,先进功率,8-16k·15薪,14-18k,成都,,本科及以上,1-3年,2000-5000人,电子/芯片/半导体,,https://www.liepin.com/job/1929111991.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=26&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=26,https://www.liepin.com/company/8241922/
Web前段工程师,2022-01-02 14:08:29,深圳市巨烽显示科技有限公司,10-16k,10-14k,深圳,,本科及以上,1-3年,500-999人,医疗器械,AngularJS|移动开发|后端开发|React|Vue|界面开发,https://www.liepin.com/job/1937136835.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=27&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=27,https://www.liepin.com/company/8263553/
前段应用开发工程师,2022-01-02 14:08:29,王力安防科技股份有限公司杭州分公司,10-15k,10-14k,杭州,,本科及以上,3-5年,50-99人,IT服务,SQL|SQL|PostgreSQL|Oracle,https://www.liepin.com/job/1945866915.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=28&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=28,https://www.liepin.com/company/13052165/
web前段北京,2022-01-02 14:08:29,北京物腾联同创科技有限公司,11-12k,10-14k,北京,,硕士及以上,3-5年,2000-5000人,社交网络,,https://www.liepin.com/job/1943772727.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=29&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=29,https://www.liepin.com/company/1616589/
工艺工程师（锂电池前段）,2022-01-02 14:08:29,江苏天辉锂电池有限公司,面议,,常州,金坛区,统招本科,3-5年,100-499人,电子/芯片/半导体,,https://www.liepin.com/job/1931764841.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=30&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=30,https://www.liepin.com/company/10280601/
web前段高级开发工程师,2022-01-02 14:08:29,上海跨悦信息技术有限公司,20-30k·14薪,26-30k,上海,嘉定区,统招本科,3-5年,1-49人,自动驾驶,界面开发|CSS|IT/信息化领域|Vue,https://www.liepin.com/job/1941490903.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=31&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=31,https://www.liepin.com/company/12511625/
前段开发主管,2022-01-02 14:08:29,某科技股份有限公司,30-45k,35-40k,杭州,萧山区,学历不限,5-10年,500-999人,3D打印,架构设计,https://www.liepin.com/a/32664643.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=32&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=32,
前段软件设计,2022-01-02 14:08:29,依爱消防,8-15k,10-14k,蚌埠,,统招本科,1-3年,500-999人,电子/芯片/半导体,web端,https://www.liepin.com/job/1945025073.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=33&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=33,https://www.liepin.com/company/8537238/
锂电前段资深工艺工程师,2022-01-02 14:08:29,**新能源科技有限公司,10-15k·14薪,14-18k,厦门,同安区,统招本科,1-3年,1000-2000人,新能源,,https://www.liepin.com/a/32543197.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=34&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=34,
前段开发工程师,2022-01-02 14:08:29,知名企业,25-40k·14薪,35-40k,上海,,本科及以上,3-5年,500-999人,共享出行,框架设计,https://www.liepin.com/a/32410983.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=35&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=35,
前段开发实习生,2022-01-02 14:08:29,百胜咨询(上海)有限公司西安分公司,3-4k,3-6k,西安,,本科及以上,经验不限,1000-2000人,餐饮/酒旅/服务,HTML5|HTML|Vue|Axios|Sass|Bootstrap|Webpack|CSS|IT/信息化领域,https://www.liepin.com/job/1945363693.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=36&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=36,https://www.liepin.com/company/8891731/
封装工艺设备主任（前段）(002887),2022-01-02 14:08:29,康佳芯云半导体科技(盐城)有限公司,9-15k,10-14k,盐城,,本科及以上,5-10年,100-499人,计算机/网络设备,,https://www.liepin.com/job/1940907519.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=37&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=37,https://www.liepin.com/company/12803393/
前段工程师-PRJ,2022-01-02 14:08:29,厦门海辰新能源科技有限公司,10-12k,10-14k,厦门,同安区,大专及以上,3-5年,1000-2000人,新能源,,https://www.liepin.com/job/1934373119.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=38&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=38,https://www.liepin.com/company/12223787/
FAB前段工艺研发工程师,2022-01-02 14:08:29,山西国科半导体光电研究院有限公司,18-30k,22-26k,太原,小店区,硕士及以上,3-5年,1-49人,电子/芯片/半导体,,https://www.liepin.com/job/1935386773.shtml?d_sfrom=search_prime&d_ckId=676189db4bd188e0dcda7d11916ed66e&d_curPage=0&d_pageSize=40&d_headId=676189db4bd188e0dcda7d11916ed66e&d_posi=39&skId=2aaf8cdd1414b0b12013e4b66f87a45c&fkId=2aaf8cdd1414b0b12013e4b66f87a45c&ckId=2aaf8cdd1414b0b12013e4b66f87a45c&sfrom=search_job_pc&curPage=0&pageSize=40&index=39,https://www.liepin.com/company/12534613/
美工,2022-01-02 14:08:58,非凡中国,8-12k·13薪,10-14k,深圳,南山区,大专及以上,1-3年,1000-2000人,服装纺织,创意设计|界面设计|品牌设计|形象设计|人像修图|服装设计|平面美工,https://www.liepin.com/job/1945079099.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=0&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=0,https://www.liepin.com/company/10257759/
美工,2022-01-02 14:08:58,汇聚产业园,7-12k,6-10k,宁波,,大专及以上,经验不限,50-99人,专业服务,海报设计|创意设计|CorelDRAW|管理体系搭建|AI|Photoshop,https://www.liepin.com/job/1944954925.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=1&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=1,https://www.liepin.com/company/10112535/
美工,2022-01-02 14:08:58,江苏阳铭互联智能系统有限公司,6-8k,6-10k,苏州,,大专及以上,1-3年,100-499人,仪器/电气/自动化,平面设计,https://www.liepin.com/job/1944382149.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=2&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=2,https://www.liepin.com/company/9905987/
美工,2022-01-02 14:08:58,联光元和(上海)企业发展有限公司,4-7k,3-6k,上海,,大专及以上,经验不限,1-49人,仪器仪表,美术指导|视觉设计|动画原画|动漫原画|字体设计|平面设计|界面设计|动画|设计服务|Rhino,https://www.liepin.com/job/1944380301.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=3&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=3,https://www.liepin.com/company/12970493/
