job_name,crawling_time,company_name,salary,salary_section,city,area,experience,educational,company_size,company_direction,skills,job_url,company_url
数据挖掘工程师,2022-01-02 14:14:50,鹏元征信,15-35k·14薪,26-30k,深圳,,统招本科,1-3年,100-499人,企业服务软件,数据建模|数据分析|数据开发|数据挖掘|Python|数据采集,https://www.liepin.com/job/1941340189.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=22&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=22,https://www.liepin.com/company/8088241/
数据挖掘工程师,2022-01-02 14:14:50,泰康在线财产保险股份有限公司,15-30k,22-26k,北京,昌平区,统招本科,5-10年,500-999人,互联网/电商,数据挖掘|数据采集,https://www.liepin.com/job/1938864505.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=23&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=23,https://www.liepin.com/company/8639521/
安全数据挖掘工程师,2022-01-02 14:14:50,字节跳动,30-50k,35-40k,北京,海淀区,本科及以上,经验不限,10000人以上,互联网/电商,安全运维,https://www.liepin.com/job/1929399433.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=24&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=24,https://www.liepin.com/company/7863078/
资深安全数据挖掘工程师,2022-01-02 14:14:50,字节跳动,40-60k,40-50k,北京,海淀区,本科及以上,经验不限,10000人以上,互联网/电商,安全运维,https://www.liepin.com/job/1929399429.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=25&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=25,https://www.liepin.com/company/7863078/
数据挖掘工程师,2022-01-02 14:14:50,字节跳动,面议,,北京,海淀区,本科及以上,3-5年,10000人以上,互联网/电商,,https://www.liepin.com/job/1928414427.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=26&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=26,https://www.liepin.com/company/7863078/
高级数据挖掘工程师,2022-01-02 14:14:50,字节跳动,面议,,北京,海淀区,本科及以上,5-10年,10000人以上,互联网/电商,,https://www.liepin.com/job/1925362683.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=27&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=27,https://www.liepin.com/company/7863078/
数据分析师-数据挖掘,2022-01-02 14:14:50,字节跳动,面议,,北京,海淀区,本科及以上,3-5年,10000人以上,互联网/电商,k-means|数据挖掘,https://www.liepin.com/job/1923197893.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=28&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=28,https://www.liepin.com/company/7863078/
数据挖掘工程师-游戏,2022-01-02 14:14:50,字节跳动,面议,,深圳,南山区,本科及以上,经验不限,10000人以上,互联网/电商,,https://www.liepin.com/job/1920040149.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=29&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=29,https://www.liepin.com/company/7863078/
数据挖掘工程师/专家,2022-01-02 14:14:50,某知名公司,30-60k·14薪,50k+,上海,,硕士及以上,经验不限,500-999人,互联网/电商,数据可视化|数据挖掘|数据分析,https://www.liepin.com/a/33016179.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=30&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=30,
数据挖掘工程师,2022-01-02 14:14:50,国内知名互联网上市金融企业,30-50k·13薪,40-50k,深圳,,本科及以上,经验不限,100-499人,互联网/电商,数据建模|决策树|LR|Hive|Spark|数据开发|Python|SQL|数据分析,https://www.liepin.com/a/33012177.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=31&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=31,
数据挖掘工程师,2022-01-02 14:14:50,国内知名互联网上市金融企业,30-50k·13薪,40-50k,北京,,硕士及以上,经验不限,100-499人,互联网/电商,数据建模|决策树|LR|Hive|Spark|数据开发|Python|SQL|数据分析,https://www.liepin.com/a/33012137.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=32&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=32,
数据挖掘工程师,2022-01-02 14:14:50,某五百强公司,11-20k,14-18k,东莞,寮步镇,大专及以上,经验不限,10000人以上,专业服务,LR|数据分析|决策树,https://www.liepin.com/a/32790167.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=33&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=33,
数据挖掘工程师,2022-01-02 14:14:50,福韵数据服务有限公司,12-18k,14-18k,武汉,洪山区,统招本科,3-5年,500-999人,专业服务,数据挖掘|数据分析|LR|SVM|电商领域|数据建模|SQL,https://www.liepin.com/job/1944792125.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=34&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=34,https://www.liepin.com/company/9367749/
大数据挖掘工程师,2022-01-02 14:14:50,巨湾技研,15-30k·13薪,22-26k,广州,,统招本科,经验不限,100-499人,新能源,数据分析|数据挖掘|数据开发|LR|数据清洗|数据可视化|数据建模|大数据领域|SQL,https://www.liepin.com/job/1945804215.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=35&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=35,https://www.liepin.com/company/12445783/
数据挖掘工程师,2022-01-02 14:14:50,Soul,25-50k·16薪,40-50k,上海,,本科及以上,经验不限,500-999人,社交网络,Spark|数据建模|Hive|数据挖掘|数据分析|Hadoop,https://www.liepin.com/job/1941997681.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=36&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=36,https://www.liepin.com/company/9594289/
数据挖掘分析工程师（北京）,2022-01-02 14:14:50,索信达,15-30k,22-26k,北京,朝阳区,本科及以上,5-10年,500-999人,大数据营销,数据建模|数据挖掘|数据分析|大数据领域,https://www.liepin.com/job/1941504149.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=37&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=37,https://www.liepin.com/company/8644546/
数据挖掘工程师,2022-01-02 14:14:50,大型知名股份银行,25-35k·15薪,35-40k,北京,,统招本科,3-5年,10000人以上,银行,数据挖掘|Scala|Python|Java|C语言,https://www.liepin.com/a/32845451.shtml?d_sfrom=search_prime&d_ckId=db161cdd0db22505a00839d1c12a2135&d_curPage=8&d_pageSize=40&d_headId=db161cdd0db22505a00839d1c12a2135&d_posi=39&skId=138137d11e3979f4262785eaa39ed89e&fkId=138137d11e3979f4262785eaa39ed89e&ckId=138137d11e3979f4262785eaa39ed89e&sfrom=search_job_pc&curPage=8&pageSize=40&index=39,
音频资深算法工程师或专家,2022-01-02 14:14:52,深圳比特微电子科技有限公司,30-60k·15薪,50k+,杭州,滨江区,硕士及以上,3-5年,100-499人,电子/芯片/半导体,信号处理|音频算法|算法优化|算法开发|跟踪算法|语音识别,https://www.liepin.com/job/1945333669.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=0&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=0,https://www.liepin.com/company/9645115/
音频资深算法工程师或专家,2022-01-02 14:14:52,深圳比特微电子科技有限公司,30-60k·15薪,50k+,上海,浦东新区,硕士及以上,3-5年,100-499人,电子/芯片/半导体,音频算法|信号处理|算法优化|语音识别|跟踪算法|算法开发,https://www.liepin.com/job/1945333667.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=1&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=1,https://www.liepin.com/company/9645115/
机器人算法工程师,2022-01-02 14:14:52,深圳市梭芯智能有限公司,40-60k·14薪,50k+,深圳,,统招本科,3-5年,1-49人,机器人,Python|算法研究|C/C++|算法开发|视觉算法|C语言|算法测试,https://www.liepin.com/job/1944835441.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=2&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=2,https://www.liepin.com/company/12864043/
算法工程师（圆通科技),2022-01-02 14:14:52,圆通,25-35k,26-30k,上海,,硕士及以上,3-5年,10000人以上,快递物流,算法研究|Keras|Python|Caffe|算法设计|逻辑回归|大数据算法|自然语言处理|风控算法|深度学习,https://www.liepin.com/job/1944527221.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=3&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=3,https://www.liepin.com/company/8096323/
软件主管（图像算法）,2022-01-02 14:14:52,西山科技,10-15k,10-14k,重庆,,统招本科,5-10年,100-499人,医疗器械,算法研究|图像处理|机器视觉|图像识别|算法设计|算法开发|图像分析|OpenCV|算法优化|Shell,https://www.liepin.com/job/1944496075.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=4&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=4,https://www.liepin.com/company/2120655/
超声波雷达感知算法工程师,2022-01-02 14:14:52,安徽域驰智能,13-26k·13薪,18-22k,合肥,,统招本科,3-5年,100-499人,自动驾驶,感知算法|算法开发,https://www.liepin.com/job/1944374997.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=5&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=5,https://www.liepin.com/company/12549433/
算法工程师-传感器,2022-01-02 14:14:52,美的集团家用空调事业部,20-40k·14薪,30-35k,上海,青浦区,硕士及以上,3-5年,10000人以上,家具/家电,算法识别|算法开发|检测算法|图像识别|传感器算法|滤波算法,https://www.liepin.com/job/1944303281.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=6&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=6,https://www.liepin.com/company/8014574/
图像算法工程师,2022-01-02 14:14:52,江苏群杰物联科技有限公司,15-30k,22-26k,南京,浦口区,本科及以上,1-3年,100-499人,计算机软件,算法识别|图像处理|算法开发|语音识别|图像识别|人脸识别|Caffe|OpenCV|TensorFlow|算法设计,https://www.liepin.com/job/1944039867.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=7&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=7,https://www.liepin.com/company/9563970/
算法模型量化工程师(RC52),2022-01-02 14:14:52,后摩智能,50-60k,50k+,北京,朝阳区,硕士及以上,3-5年,100-499人,芯片/集成电路,深度学习|C++|Python|图像处理|GA算法|强化学习|检测算法|SA算法|视觉算法|算法设计,https://www.liepin.com/job/1944004467.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=8&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=8,https://www.liepin.com/company/12482487/
算法模型量化工程师(RC52),2022-01-02 14:14:52,后摩智能,50-60k,50k+,上海,浦东新区,硕士及以上,3-5年,100-499人,芯片/集成电路,深度学习|Python|图像处理|强化学习|C++|GA算法|检测算法|SA算法|视觉算法|算法设计,https://www.liepin.com/job/1944004465.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=9&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=9,https://www.liepin.com/company/12482487/
机器视觉算法工程师,2022-01-02 14:14:53,江苏群杰物联科技有限公司,15-30k,22-26k,南京,浦口区,本科及以上,3-5年,100-499人,计算机软件,算法识别|语音识别|图像处理|算法开发|图像识别|Caffe|人脸识别|OpenCV|TensorFlow|算法设计,https://www.liepin.com/job/1943545351.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=10&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=10,https://www.liepin.com/company/9563970/
算法工程师,2022-01-02 14:14:53,上海集成电路研发中心有限公司,15-32k·15薪,26-30k,上海,,硕士及以上,5-10年,100-499人,电子/芯片/半导体,算法研究|Keras|算法开发|深度学习|PyTorch|TensorFlow|C++|Python,https://www.liepin.com/job/1943276045.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=11&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=11,https://www.liepin.com/company/8033938/
资深算法工程师,2022-01-02 14:14:53,太铭生物,25-40k·13薪,35-40k,杭州,萧山区,本科及以上,5-10年,50-99人,医疗服务,算法研究|深度学习,https://www.liepin.com/job/1942822507.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=12&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=12,https://www.liepin.com/company/12165493/
多媒体算法工程师（视频/显示及AI算法研发）4840,2022-01-02 14:14:53,紫光展锐,20-40k,26-30k,上海,,学历不限,3-5年,2000-5000人,电子/芯片/半导体,图像处理|算法研究|算法开发|编解码算法|算法设计|C++|Python,https://www.liepin.com/job/1942118195.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=13&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=13,https://www.liepin.com/company/7976384/
机器人算法工程师,2022-01-02 14:14:53,杭州景业智能科技股份有限公司,30-60k·14薪,50k+,杭州,,硕士及以上,1-3年,100-499人,仪器/电气/自动化,控制算法|算法开发|机器视觉,https://www.liepin.com/job/1940981357.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=14&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=14,https://www.liepin.com/company/8622690/
算法工程师,2022-01-02 14:14:53,埃克斯工业(广东)有限公司,18-40k·13薪,30-35k,深圳,南山区,硕士及以上,1-3年,100-499人,计算机软件,算法优化|算法设计|算法研究|算法开发,https://www.liepin.com/job/1940392579.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=15&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=15,https://www.liepin.com/company/9510654/
slam算法工程师,2022-01-02 14:14:53,上海联适导航技术股份有限公司,20-35k·15薪,30-35k,上海,青浦区,硕士及以上,3-5年,100-499人,电子设备,定位算法|SA算法|算法研究|算法设计|算法开发|C++|Python,https://www.liepin.com/job/1940294485.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=16&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=16,https://www.liepin.com/company/9665570/
slam算法工程师,2022-01-02 14:14:53,上海联适导航技术股份有限公司,20-35k·15薪,30-35k,西安,高新区,硕士及以上,3-5年,100-499人,电子设备,定位算法|SA算法|算法研究|算法开发|算法设计|C++|Python,https://www.liepin.com/job/1940293913.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=17&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=17,https://www.liepin.com/company/9665570/
算法工程师,2022-01-02 14:14:53,万讯自控股,面议,,成都,高新区,硕士及以上,5-10年,500-999人,仪器/电气/自动化,算法设计|控制算法|信号处理|C++,https://www.liepin.com/job/1940198111.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=18&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=18,https://www.liepin.com/company/3370485/
深度学习算法工程师,2022-01-02 14:14:53,知行汽车科技(苏州)有限公司,15-30k·14薪,26-30k,苏州,工业园区,硕士及以上,3-5年,100-499人,汽车/摩托车,算法优化|深度学习|自动驾驶|感知算法|视觉开发|激光雷达|算法设计,https://www.liepin.com/job/1939500875.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=19&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=19,https://www.liepin.com/company/9409839/
环视视觉算法开发工程师,2022-01-02 14:14:53,安徽域驰智能,13-33k,22-26k,合肥,,统招本科,经验不限,100-499人,自动驾驶,算法开发|标定算法|检测算法|视觉算法,https://www.liepin.com/job/1935852143.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=20&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=20,https://www.liepin.com/company/12549433/
超声波雷达感知算法工程师,2022-01-02 14:14:53,安徽域驰智能,13-33k,22-26k,合肥,,统招本科,经验不限,100-499人,自动驾驶,感知算法|算法开发,https://www.liepin.com/job/1935852063.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=21&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=21,https://www.liepin.com/company/12549433/
生产调度算法工程师,2022-01-02 14:14:53,埃克斯工业(广东)有限公司,17-40k·13薪,30-35k,深圳,,硕士及以上,1-3年,100-499人,计算机软件,算法优化|算法设计|算法研究|算法开发,https://www.liepin.com/job/1934462371.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=22&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=22,https://www.liepin.com/company/9510654/
自动驾驶算法工程师,2022-01-02 14:14:53,深兰科技(上海)有限公司,30-60k,40-50k,上海,长宁区,博士,5-10年,500-999人,计算机/网络设备,算法开发|导航算法|检测算法|激光雷达|控制算法|SA算法|跟踪算法|定位算法|机器视觉|C++,https://www.liepin.com/job/1933974631.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=23&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=23,https://www.liepin.com/company/9496603/
算法工程师（AOI项目）,2022-01-02 14:14:53,正业科技广东,10-25k,14-18k,东莞,松山湖,硕士及以上,1-3年,500-999人,机械/机电/重工,图像处理|信号处理|算法设计|数字图像|C++,https://www.liepin.com/job/1932045339.shtml?d_sfrom=search_prime&d_ckId=e01f9890f52ff6972c8539aeb6609d13&d_curPage=7&d_pageSize=40&d_headId=e01f9890f52ff6972c8539aeb6609d13&d_posi=24&skId=8315684667fa7b116860cd1ebf1fa72d&fkId=8315684667fa7b116860cd1ebf1fa72d&ckId=8315684667fa7b116860cd1ebf1fa72d&sfrom=search_job_pc&curPage=7&pageSize=40&index=24,https://www.liepin.com/company/470396/
